date,venue,innings,target,team,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,d1,r1,w1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.10,1.11,1.12,d2,r2,w2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,2.10,2.11,2.12,d3,r3,w3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,3.10,3.11,3.12,d4,r4,w4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,4.10,4.11,4.12,d5,r5,w5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.10,5.11,5.12,d6,r6,w6
2014-04-23,Dubai International Cricket Stadium,2,140,Rajasthan Royals,0,0,1,4,1,4,0,,,,,,7,10,0,0,0,0,0,0,0,,,,,,,6,0,1,0,2,0,0,1,0,,,,,,,6,3,0,4,3,0,0,2,1,,,,,,,6,10,0,0,0,6,1,1,6,,,,,,,6,14,0,0,0,0,1,0,0,,,,,,,6,1,1
2014-04-24,Sharjah Cricket Stadium,1,,Kolkata Knight Riders,0,1,0,1,2,2,,,,,,,6,6,1,4,0,1,4,1,1,,,,,,,6,11,1,1,0,0,0,0,4,,,,,,,6,5,0,1,0,0,1,4,0,,,,,,,6,6,0,1,0,0,4,4,1,0,,,,,,7,10,0,0,1,0,1,0,2,,,,,,,6,4,0
2014-04-24,Sharjah Cricket Stadium,2,150,Royal Challengers Bangalore,0,2,0,4,1,1,0,,,,,,7,8,0,1,0,1,0,0,0,,,,,,,6,2,0,0,1,4,1,0,4,,,,,,,6,10,0,1,4,0,4,4,0,,,,,,,6,13,0,1,0,0,0,0,0,,,,,,,6,1,0,1,2,4,4,0,4,,,,,,,6,15,0
2014-04-25,Dubai International Cricket Stadium,1,,Sunrisers Hyderabad,0,0,0,1,0,1,4,,,,,,7,6,0,1,1,0,1,1,1,4,,,,,,7,9,0,1,4,0,2,0,0,,,,,,,6,7,0,4,0,2,0,4,0,,,,,,,6,10,0,4,6,4,1,0,0,,,,,,,6,15,0,1,1,0,4,1,1,,,,,,,6,8,0
2014-04-25,Dubai International Cricket Stadium,2,184,Delhi Daredevils,1,0,0,1,1,1,0,,,,,,7,4,0,4,1,0,1,1,1,,,,,,,6,8,0,0,4,1,1,2,0,,,,,,,6,8,0,1,0,1,1,2,4,,,,,,,6,9,0,1,0,0,1,0,6,,,,,,,6,8,0,1,4,1,0,1,0,0,,,,,,7,7,0
2014-04-25,Dubai International Cricket Stadium,1,,Mumbai Indians,0,1,1,0,0,0,,,,,,,6,2,0,4,0,4,1,0,0,,,,,,,6,9,1,0,4,4,0,1,0,,,,,,,6,9,0,0,1,1,2,0,1,,,,,,,6,5,0,0,0,0,0,0,1,,,,,,,6,1,1,0,1,4,0,0,0,,,,,,,6,5,0
2014-04-25,Dubai International Cricket Stadium,2,141,Chennai Super Kings,0,0,0,0,0,0,,,,,,,6,0,0,0,1,0,0,0,1,,,,,,,6,2,0,6,0,0,6,0,1,,,,,,,6,13,0,6,1,0,2,4,4,,,,,,,6,17,0,1,1,1,1,0,0,1,,,,,,7,5,0,4,0,0,4,2,4,,,,,,,6,14,0
2014-04-26,Sheikh Zayed Stadium,1,,Kings XI Punjab,0,0,4,0,2,1,,,,,,,6,7,0,1,1,0,0,0,0,0,,,,,,7,2,1,0,0,1,1,4,0,,,,,,,6,6,0,0,2,4,0,6,1,,,,,,,6,13,0,0,1,1,0,2,1,4,,,,,,7,9,1,2,6,0,1,4,1,,,,,,,6,14,0
2014-04-26,Sheikh Zayed Stadium,2,132,Kolkata Knight Riders,1,0,0,0,0,2,4,,,,,,7,7,0,0,0,4,0,0,0,,,,,,,6,4,0,2,0,0,0,0,0,,,,,,,6,2,1,0,0,1,0,1,4,,,,,,,6,6,0,0,0,0,0,0,0,,,,,,,6,0,1,0,4,0,0,0,1,,,,,,,6,5,1
2014-04-26,Sheikh Zayed Stadium,1,,Royal Challengers Bangalore,1,0,0,0,0,0,,,,,,,6,1,2,1,0,0,2,0,1,,,,,,,6,4,0,0,0,1,0,4,1,,,,,,,6,6,2,0,0,0,1,0,0,,,,,,,6,1,0,1,1,0,1,0,1,,,,,,,6,4,0,0,1,0,0,4,1,0,,,,,,7,6,1
2014-04-26,Sheikh Zayed Stadium,2,70,Rajasthan Royals,0,4,1,4,0,0,2,,,,,,7,11,0,0,0,1,1,0,0,,,,,,,6,2,0,4,0,0,4,1,2,,,,,,,6,11,0,0,0,2,1,1,0,,,,,,,6,4,0,3,0,0,0,0,1,,,,,,,6,4,1,0,1,1,1,1,0,0,,,,,,7,4,1
2014-04-27,Sharjah Cricket Stadium,1,,Sunrisers Hyderabad,1,0,0,4,1,2,,,,,,,6,8,0,1,0,4,1,0,1,,,,,,,6,7,0,0,0,0,0,1,0,,,,,,,6,1,2,1,4,1,0,1,4,,,,,,,6,11,0,0,0,4,0,0,1,,,,,,,6,5,0,1,1,1,0,1,1,,,,,,,6,5,0
2014-04-27,Sharjah Cricket Stadium,2,145,Chennai Super Kings,0,2,0,4,0,0,,,,,,,6,6,0,1,0,4,0,1,0,,,,,,,6,6,0,0,1,0,6,0,1,,,,,,,6,8,0,1,1,2,0,0,1,,,,,,,6,5,0,4,0,0,0,1,6,,,,,,,6,11,0,4,1,0,4,1,1,,,,,,,6,11,0
2014-04-27,Sharjah Cricket Stadium,1,,Mumbai Indians,1,1,1,2,1,0,1,,,,,,7,7,0,1,1,1,0,4,0,,,,,,,6,7,1,0,0,1,1,0,0,,,,,,,6,2,0,1,0,0,0,0,4,0,,,,,,7,5,1,1,2,1,1,1,4,,,,,,,6,10,0,0,1,0,4,1,0,,,,,,,6,6,0
2014-04-27,Sharjah Cricket Stadium,2,125,Delhi Daredevils,0,0,1,0,1,4,,,,,,,6,6,0,4,0,0,1,1,0,,,,,,,6,6,0,0,1,0,0,1,0,,,,,,,6,2,0,1,0,4,0,3,0,,,,,,,6,8,0,1,7,0,0,0,0,0,,,,,,7,8,0,0,1,0,0,0,0,,,,,,,6,1,0
2014-04-28,Dubai International Cricket Stadium,1,,Royal Challengers Bangalore,4,0,4,0,6,6,,,,,,,6,20,0,1,0,4,0,0,0,,,,,,,6,5,2,1,0,0,0,0,0,,,,,,,6,1,1,0,0,0,0,0,0,,,,,,,6,0,1,0,4,1,2,1,0,,,,,,,6,8,0,4,1,4,1,0,0,,,,,,,6,10,0
2014-04-28,Dubai International Cricket Stadium,2,124,Kings XI Punjab,0,0,0,0,0,2,,,,,,,6,2,0,1,1,1,1,4,0,1,1,,,,,8,10,0,0,1,0,1,0,0,,,,,,,6,2,0,2,4,1,0,0,1,,,,,,,6,8,0,0,0,1,4,4,0,,,,,,,6,9,1,0,0,1,1,0,0,,,,,,,6,2,1
2014-04-30,Dubai International Cricket Stadium,1,,Sunrisers Hyderabad,1,1,4,4,0,0,,,,,,,6,10,0,1,2,0,1,1,0,,,,,,,6,5,0,1,1,4,0,0,0,,,,,,,6,6,1,0,4,1,4,0,1,,,,,,,6,10,0,0,2,4,1,0,0,,,,,,,6,7,1,1,0,1,2,0,2,,,,,,,6,6,0
2014-04-30,Dubai International Cricket Stadium,2,172,Mumbai Indians,0,1,0,0,1,4,,,,,,,6,6,0,0,0,1,0,0,0,1,,,,,,7,2,1,0,0,0,0,0,4,,,,,,,6,4,1,1,0,0,0,0,0,0,,,,,,7,1,0,1,4,2,0,4,0,,,,,,,6,11,0,1,4,1,1,0,1,,,,,,,6,8,1
2014-05-02,JSCA International Stadium Complex,1,,Chennai Super Kings,0,0,4,1,4,0,,,,,,,6,9,0,4,0,0,1,0,0,,,,,,,6,5,0,0,6,0,0,0,0,,,,,,,6,6,1,2,4,2,1,0,0,,,,,,,6,9,0,0,1,1,0,1,1,,,,,,,6,4,0,4,0,4,2,0,0,,,,,,,6,10,0
2014-05-02,JSCA International Stadium Complex,2,148,Kolkata Knight Riders,0,0,1,0,2,0,0,,,,,,7,3,0,0,4,1,4,4,0,,,,,,,6,13,0,1,0,2,0,1,0,,,,,,,6,4,1,0,4,6,1,0,4,,,,,,,6,15,0,1,0,0,0,1,1,,,,,,,6,3,1,0,0,1,0,0,0,,,,,,,6,1,2
2014-05-03,Feroz Shah Kotla,1,,Delhi Daredevils,0,4,1,2,1,1,,,,,,,6,9,0,1,4,1,0,1,0,,,,,,,6,7,0,1,0,0,1,0,4,,,,,,,6,6,0,3,0,1,1,6,0,,,,,,,6,11,0,0,0,0,1,0,1,,,,,,,6,2,1,1,0,4,4,0,2,,,,,,,6,11,0
2014-05-03,Feroz Shah Kotla,2,152,Rajasthan Royals,1,1,1,1,0,1,,,,,,,6,5,0,4,0,1,4,0,0,,,,,,,6,9,0,1,0,1,4,0,1,0,,,,,,7,7,1,0,0,1,0,1,0,4,,,,,,7,6,0,0,1,1,0,1,1,,,,,,,6,4,0,0,0,6,0,0,1,,,,,,,6,7,0
2014-05-03,Wankhede Stadium,1,,Kings XI Punjab,0,4,0,0,0,1,,,,,,,6,5,0,0,2,1,0,4,1,0,0,,,,,8,8,0,0,1,1,4,0,1,,,,,,,6,7,1,4,0,0,0,4,1,0,,,,,,7,9,1,0,0,0,1,1,0,,,,,,,6,2,0,1,0,4,0,0,0,,,,,,,6,5,0
2014-05-03,Wankhede Stadium,2,168,Mumbai Indians,4,0,1,1,0,0,,,,,,,6,6,1,0,2,1,4,0,4,,,,,,,6,11,0,1,4,0,0,1,0,0,,,,,,7,6,1,1,0,0,0,0,6,,,,,,,6,7,0,0,0,0,6,0,6,,,,,,,6,12,0,0,1,1,1,0,4,0,,,,,,7,7,0
2014-05-04,M Chinnaswamy Stadium,1,,Sunrisers Hyderabad,0,1,1,1,0,0,,,,,,,6,3,0,1,0,1,0,4,6,,,,,,,6,12,0,0,0,4,1,0,0,,,,,,,6,5,1,3,0,4,0,2,0,,,,,,,6,9,1,1,4,1,0,1,0,2,0,,,,,8,9,0,1,1,1,1,0,1,4,,,,,,7,9,0
2014-05-04,M Chinnaswamy Stadium,2,155,Royal Challengers Bangalore,1,1,0,2,0,1,0,,,,,,7,5,0,0,1,0,0,0,0,0,,,,,,7,1,2,0,0,4,0,0,4,,,,,,,6,8,0,0,1,0,1,0,0,,,,,,,6,2,0,0,0,0,4,6,6,,,,,,,6,16,0,0,4,0,0,0,0,,,,,,,6,4,0
2014-05-05,"Sardar Patel Stadium, Motera",1,,Rajasthan Royals,4,0,1,0,0,0,,,,,,,6,5,0,0,1,4,3,0,1,,,,,,,6,9,0,2,2,2,0,0,1,,,,,,,6,7,0,0,0,4,6,1,1,,,,,,,6,12,0,1,0,4,4,1,1,0,,,,,,7,11,0,1,0,0,1,0,4,,,,,,,6,6,0
2014-05-05,"Sardar Patel Stadium, Motera",2,170,Kolkata Knight Riders,0,0,4,0,1,0,,,,,,,6,5,0,0,0,0,1,3,4,,,,,,,6,8,0,0,1,4,4,0,1,,,,,,,6,10,0,1,1,0,4,2,0,,,,,,,6,8,0,2,1,0,1,4,0,,,,,,,6,8,0,0,0,1,4,4,2,,,,,,,6,11,0
2014-05-05,Feroz Shah Kotla,1,,Delhi Daredevils,4,0,0,0,0,4,,,,,,,6,8,0,0,0,0,0,0,0,,,,,,,6,0,0,0,0,1,0,4,4,0,,,,,,7,9,0,4,1,6,0,0,6,,,,,,,6,17,0,2,1,0,0,0,0,,,,,,,6,3,2,1,0,4,3,0,1,,,,,,,6,9,0
2014-05-05,Feroz Shah Kotla,2,178,Chennai Super Kings,0,4,0,1,0,2,,,,,,,6,7,0,0,3,0,0,4,1,,,,,,,6,8,0,4,0,0,0,0,4,,,,,,,6,8,0,0,0,6,6,6,0,,,,,,,6,18,0,4,0,1,0,0,1,,,,,,,6,6,0,1,0,0,1,0,0,,,,,,,6,2,0
2014-05-06,Wankhede Stadium,1,,Mumbai Indians,1,0,1,0,1,4,,,,,,,6,7,0,2,0,4,1,1,4,,,,,,,6,12,0,1,2,0,0,2,1,,,,,,,6,6,0,0,1,0,6,0,0,,,,,,,6,7,1,1,1,0,0,0,1,0,6,,,,,8,9,0,0,0,1,0,4,4,,,,,,,6,9,0
2014-05-06,Wankhede Stadium,2,187,Royal Challengers Bangalore,1,0,0,4,1,0,,,,,,,6,6,0,0,4,4,0,1,0,,,,,,,6,9,0,1,1,4,1,6,1,4,6,4,,,,9,28,0,0,4,0,2,0,0,,,,,,,6,6,0,0,1,1,2,0,0,,,,,,,6,4,0,0,0,1,0,4,6,,,,,,,6,11,1
2014-05-07,Feroz Shah Kotla,1,,Delhi Daredevils,4,1,0,0,2,1,,,,,,,6,8,0,0,1,4,0,0,1,,,,,,,6,6,0,0,0,0,0,4,0,,,,,,,6,4,1,0,0,0,1,0,1,,,,,,,6,2,0,1,0,4,0,0,1,,,,,,,6,6,0,0,0,0,1,1,1,,,,,,,6,3,1
2014-05-07,Feroz Shah Kotla,2,160,Kolkata Knight Riders,0,1,0,0,1,0,,,,,,,6,2,0,0,4,1,0,4,4,,,,,,,6,13,0,1,4,4,1,1,1,,,,,,,6,12,0,1,1,0,0,1,0,,,,,,,6,3,0,1,1,1,0,1,2,6,,,,,,7,12,0,2,1,4,2,0,1,,,,,,,6,10,0
2014-05-07,Barabati Stadium,1,,Kings XI Punjab,4,2,0,1,1,0,0,1,,,,,8,9,0,0,4,4,0,4,0,,,,,,,6,12,0,0,0,0,0,1,0,,,,,,,6,1,0,1,6,1,1,0,1,,,,,,,6,10,0,0,1,0,4,0,0,,,,,,,6,5,1,1,0,0,0,0,0,,,,,,,6,1,1
2014-05-07,Barabati Stadium,2,231,Chennai Super Kings,1,4,0,0,0,0,0,,,,,,7,5,1,0,0,0,0,2,1,,,,,,,6,3,0,0,2,2,0,1,0,,,,,,,6,5,0,1,2,1,0,0,4,,,,,,,6,8,0,0,4,1,4,0,4,,,,,,,6,13,0,1,6,1,2,1,1,,,,,,,6,12,0
2014-05-08,"Sardar Patel Stadium, Motera",1,,Sunrisers Hyderabad,4,0,0,4,0,1,,,,,,,6,9,0,0,4,0,2,4,0,,,,,,,6,10,0,1,1,1,1,1,4,,,,,,,6,9,0,1,4,0,4,0,0,,,,,,,6,9,1,1,4,0,4,0,0,,,,,,,6,9,0,0,1,0,1,1,1,,,,,,,6,4,0
2014-05-08,"Sardar Patel Stadium, Motera",2,134,Rajasthan Royals,0,0,0,1,0,1,0,,,,,,7,2,1,0,0,0,4,1,4,,,,,,,6,9,0,0,0,1,0,0,4,,,,,,,6,5,0,6,1,0,0,4,0,,,,,,,6,11,1,0,1,0,1,0,0,3,,,,,,7,5,0,2,1,1,1,0,0,,,,,,,6,5,1
2014-05-09,M Chinnaswamy Stadium,1,,Kings XI Punjab,4,0,0,4,1,1,0,,,,,,7,10,0,0,4,1,0,1,0,,,,,,,6,6,0,4,1,0,1,1,0,2,1,0,,,,9,10,0,1,1,2,1,0,4,,,,,,,6,9,0,1,1,4,1,2,1,0,,,,,,7,10,0,2,4,1,1,1,5,1,0,4,,,,9,19,1
2014-05-09,M Chinnaswamy Stadium,2,198,Royal Challengers Bangalore,0,0,0,4,0,0,,,,,,,6,4,0,0,0,0,4,0,0,,,,,,,6,4,0,0,0,0,0,1,0,,,,,,,6,1,2,0,0,4,4,0,0,,,,,,,6,8,0,4,0,0,1,0,0,,,,,,,6,5,0,0,4,0,0,2,6,,,,,,,6,12,1
2014-05-10,Feroz Shah Kotla,1,,Delhi Daredevils,0,2,1,0,1,0,,,,,,,6,4,0,1,3,1,0,0,1,,,,,,,6,6,0,0,0,0,0,0,4,,,,,,,6,4,1,4,4,0,0,1,0,,,,,,,6,9,0,1,1,6,0,4,1,1,,,,,,7,14,0,6,4,1,0,4,0,,,,,,,6,15,0
2014-05-10,Feroz Shah Kotla,2,143,Sunrisers Hyderabad,0,1,4,4,1,0,0,,,,,,7,10,0,1,0,2,0,0,1,1,2,,,,,8,7,1,1,1,1,1,2,1,0,,,,,,7,7,0,1,0,1,4,1,6,,,,,,,6,13,1,1,6,,,,,,,,,,,2,7,0,,,,,,,,,,,,,0,0,0
2014-05-10,Wankhede Stadium,1,,Mumbai Indians,1,0,1,0,0,1,1,,,,,,7,4,0,0,0,0,4,0,0,,,,,,,6,4,0,4,0,4,0,0,0,,,,,,,6,8,1,1,1,0,0,0,0,0,,,,,,7,2,0,0,6,0,6,1,1,,,,,,,6,14,0,4,0,6,0,0,0,,,,,,,6,10,0
2014-05-10,Wankhede Stadium,2,157,Chennai Super Kings,0,2,4,2,0,4,,,,,,,6,12,0,0,0,1,0,0,1,,,,,,,6,2,0,0,0,0,0,1,1,,,,,,,6,2,0,1,0,1,6,4,1,,,,,,,6,13,0,0,0,0,0,4,1,,,,,,,6,5,1,1,0,0,1,0,2,,,,,,,6,4,0
2014-05-11,M Chinnaswamy Stadium,1,,Royal Challengers Bangalore,0,0,0,4,0,0,,,,,,,6,4,0,0,0,0,1,0,0,,,,,,,6,1,0,0,1,0,0,0,0,,,,,,,6,1,1,0,0,4,0,1,4,,,,,,,6,9,0,1,1,1,4,0,0,,,,,,,6,7,0,0,4,0,4,1,0,,,,,,,6,9,0
2014-05-11,M Chinnaswamy Stadium,2,190,Rajasthan Royals,0,0,0,4,0,2,,,,,,,6,6,0,0,0,1,1,0,2,,,,,,,6,4,0,4,1,4,0,4,1,,,,,,,6,14,0,1,0,1,0,0,1,4,,,,,,7,7,0,1,0,1,4,1,0,,,,,,,6,7,0,1,4,1,1,0,0,,,,,,,6,7,0
2014-05-11,Barabati Stadium,1,,Kings XI Punjab,4,0,1,4,0,4,4,,,,,,7,17,0,0,0,0,0,0,4,,,,,,,6,4,1,2,4,0,1,1,1,,,,,,,6,9,0,0,4,0,0,0,1,,,,,,,6,5,0,1,1,1,1,4,4,1,,,,,,7,13,0,0,0,1,0,0,0,,,,,,,6,1,1
2014-05-11,Barabati Stadium,2,149,Kolkata Knight Riders,0,0,1,1,0,0,,,,,,,6,2,0,1,2,1,0,0,4,,,,,,,6,8,0,4,0,4,0,4,0,,,,,,,6,12,0,1,6,0,4,4,4,,,,,,,6,19,0,0,0,4,0,1,2,0,,,,,,7,7,0,0,0,0,2,4,1,,,,,,,6,7,0
2014-05-12,"Rajiv Gandhi International Stadium, Uppal",1,,Sunrisers Hyderabad,0,0,0,0,4,0,,,,,,,6,4,0,0,1,0,0,0,0,,,,,,,6,1,0,2,4,1,0,0,1,1,4,,,,,8,13,0,0,4,1,0,1,0,,,,,,,6,6,0,0,2,0,1,4,0,,,,,,,6,7,1,1,1,0,6,0,4,,,,,,,6,12,0
2014-05-12,"Rajiv Gandhi International Stadium, Uppal",2,157,Mumbai Indians,0,0,0,1,1,0,,,,,,,6,2,0,0,0,1,0,0,0,,,,,,,6,1,1,1,0,0,2,2,1,,,,,,,6,6,0,1,4,0,2,0,0,,,,,,,6,7,0,0,6,4,0,0,6,,,,,,,6,16,0,2,0,1,0,1,2,,,,,,,6,6,0
2014-05-13,M Chinnaswamy Stadium,1,,Royal Challengers Bangalore,0,0,0,1,0,0,,,,,,,6,1,0,0,0,0,1,1,6,,,,,,,6,8,0,1,0,6,4,0,2,,,,,,,6,13,0,0,1,0,1,0,4,,,,,,,6,6,0,0,0,0,1,0,4,,,,,,,6,5,0,0,0,0,0,0,1,,,,,,,6,1,1
2014-05-13,M Chinnaswamy Stadium,2,186,Delhi Daredevils,0,1,1,0,1,4,,,,,,,6,7,1,1,0,1,1,0,0,,,,,,,6,3,1,0,1,1,6,0,0,,,,,,,6,8,0,0,1,0,1,4,1,1,,,,,,7,8,0,4,1,1,1,1,1,1,,,,,,7,10,0,4,1,0,0,4,1,,,,,,,6,10,0
2014-05-13,JSCA International Stadium Complex,1,,Rajasthan Royals,0,0,0,0,1,1,,,,,,,6,2,0,0,0,0,0,0,6,,,,,,,6,6,0,0,0,1,5,1,0,1,,,,,,7,8,0,0,0,4,4,0,0,,,,,,,6,8,0,0,0,0,1,0,0,,,,,,,6,1,0,1,2,4,4,0,6,,,,,,,6,17,0
2014-05-13,JSCA International Stadium Complex,2,148,Chennai Super Kings,0,0,0,1,0,6,,,,,,,6,7,0,1,6,0,6,0,0,0,,,,,,7,13,0,0,1,0,4,2,1,,,,,,,6,8,1,4,4,1,1,0,1,1,,,,,,7,12,0,1,0,0,0,1,0,,,,,,,6,2,1,0,4,0,1,0,1,,,,,,,6,6,0
2014-05-14,"Rajiv Gandhi International Stadium, Uppal",1,,Sunrisers Hyderabad,4,1,0,0,0,1,,,,,,,6,6,0,1,1,1,0,0,0,1,,,,,,7,4,0,1,4,0,1,1,1,,,,,,,6,8,0,0,1,0,2,0,1,1,0,,,,,8,5,0,2,5,0,4,6,4,4,1,,,,,8,26,0,0,4,0,1,0,1,,,,,,,6,6,0
2014-05-14,"Rajiv Gandhi International Stadium, Uppal",2,205,Kings XI Punjab,4,0,0,0,0,4,,,,,,,6,8,1,0,3,2,4,1,6,,,,,,,6,16,0,2,4,0,4,4,1,,,,,,,6,15,0,0,6,1,4,4,1,,,,,,,6,16,0,1,0,1,1,4,4,,,,,,,6,11,0,4,4,1,6,4,1,,,,,,,6,20,0
2014-05-14,Barabati Stadium,1,,Mumbai Indians,0,1,0,0,2,0,0,,,,,,7,3,0,0,0,4,1,1,3,,,,,,,6,9,0,0,0,1,2,1,1,0,6,0,,,,9,11,1,0,0,4,0,4,1,,,,,,,6,9,0,1,0,0,2,0,0,,,,,,,6,3,0,0,0,0,0,1,1,,,,,,,6,2,1
2014-05-14,Barabati Stadium,2,141,Kolkata Knight Riders,0,4,0,0,1,1,1,,,,,,7,7,0,1,0,1,0,0,4,,,,,,,6,6,0,1,1,1,0,1,4,,,,,,,6,8,0,0,0,1,4,4,1,,,,,,,6,10,0,0,0,6,0,1,2,,,,,,,6,9,0,0,1,0,0,0,4,0,,,,,,7,5,0
2014-05-15,"Sardar Patel Stadium, Motera",1,,Rajasthan Royals,0,4,1,1,0,1,,,,,,,6,7,0,4,4,0,0,0,4,,,,,,,6,12,0,0,0,0,0,1,0,,,,,,,6,1,0,1,1,1,4,0,0,,,,,,,6,7,0,2,6,2,1,1,4,,,,,,,6,16,0,0,1,0,1,1,6,,,,,,,6,9,1
2014-05-15,"Sardar Patel Stadium, Motera",2,201,Delhi Daredevils,0,1,4,1,0,0,,,,,,,6,6,0,4,4,1,1,2,1,,,,,,,6,13,0,0,0,0,1,1,4,,,,,,,6,6,1,0,1,1,1,1,0,,,,,,,6,4,0,1,0,0,0,0,0,,,,,,,6,1,1,1,0,0,1,1,0,1,,,,,,7,4,0
2014-05-18,JSCA International Stadium Complex,1,,Chennai Super Kings,0,1,0,6,0,0,,,,,,,6,7,0,0,0,0,1,0,0,,,,,,,6,1,0,1,0,1,4,1,6,,,,,,,6,13,0,0,1,1,0,1,1,,,,,,,6,4,0,4,0,0,0,0,0,,,,,,,6,4,2,4,4,1,0,0,1,,,,,,,6,10,0
2014-05-18,JSCA International Stadium Complex,2,138,Royal Challengers Bangalore,1,0,4,0,4,0,,,,,,,6,9,0,0,1,0,0,0,0,,,,,,,6,1,0,1,1,1,1,0,0,,,,,,,6,4,0,0,0,0,1,0,1,,,,,,,6,2,1,0,0,1,0,0,0,,,,,,,6,1,0,0,0,0,0,0,0,,,,,,,6,0,0
2014-05-18,"Rajiv Gandhi International Stadium, Uppal",1,,Sunrisers Hyderabad,0,0,0,1,2,1,4,,,,,,7,8,0,2,4,0,0,0,0,,,,,,,6,6,1,1,4,0,1,0,0,1,,,,,,7,7,0,1,0,0,4,1,1,,,,,,,6,7,0,1,4,0,1,2,4,0,,,,,,7,12,0,1,0,0,0,0,0,,,,,,,6,1,1
2014-05-18,"Rajiv Gandhi International Stadium, Uppal",2,142,Kolkata Knight Riders,1,0,0,0,4,1,,,,,,,6,6,0,0,1,1,0,0,0,,,,,,,6,2,1,0,0,4,0,0,0,,,,,,,6,4,0,0,0,0,1,1,0,,,,,,,6,2,0,0,1,0,4,1,1,,,,,,,6,7,0,2,6,0,0,0,1,,,,,,,6,9,0
2014-05-19,"Sardar Patel Stadium, Motera",1,,Mumbai Indians,1,0,0,0,1,2,,,,,,,6,4,0,0,0,0,0,0,4,,,,,,,6,4,0,1,1,0,3,0,1,,,,,,,6,6,0,4,0,1,0,1,1,0,,,,,,7,7,0,4,0,1,4,4,0,,,,,,,6,13,0,1,4,0,1,0,1,1,,,,,,7,8,0
2014-05-19,"Sardar Patel Stadium, Motera",2,178,Rajasthan Royals,1,0,0,0,1,1,1,,,,,,7,4,0,1,1,0,1,6,0,4,,,,,,7,13,0,0,0,0,2,4,4,,,,,,,6,10,1,0,0,4,1,0,6,,,,,,,6,11,0,0,0,1,2,0,0,,,,,,,6,3,1,1,0,0,2,0,1,2,,,,,,7,6,1
2014-05-19,Feroz Shah Kotla,1,,Delhi Daredevils,1,0,0,1,4,0,,,,,,,6,6,0,0,4,1,0,0,0,,,,,,,6,5,0,1,1,0,0,1,4,0,1,,,,,8,8,1,2,4,0,4,2,6,,,,,,,6,18,0,1,1,0,1,0,6,1,,,,,,7,10,0,1,4,1,1,1,0,0,,,,,,7,8,0
2014-05-19,Feroz Shah Kotla,2,164,Kings XI Punjab,1,1,1,2,1,0,0,,,,,,7,6,0,4,1,1,1,4,0,0,,,,,,7,11,0,1,1,0,0,4,6,4,0,,,,,8,16,0,0,0,1,0,6,6,,,,,,,6,13,0,2,0,1,0,5,1,0,,,,,,7,9,0,1,4,4,1,0,0,1,,,,,,7,11,0
2014-05-20,"Rajiv Gandhi International Stadium, Uppal",1,,Royal Challengers Bangalore,1,0,4,0,0,0,,,,,,,6,5,1,0,0,0,2,0,0,,,,,,,6,2,0,1,0,4,0,1,1,,,,,,,6,7,0,0,1,2,2,1,0,,,,,,,6,6,0,1,1,0,0,0,1,,,,,,,6,3,0,0,1,1,0,0,0,,,,,,,6,2,1
2014-05-20,"Rajiv Gandhi International Stadium, Uppal",2,160,Sunrisers Hyderabad,0,0,0,4,1,1,,,,,,,6,6,0,0,1,4,4,1,0,,,,,,,6,10,0,0,0,6,4,0,0,,,,,,,6,10,0,4,2,2,1,1,0,4,,,,,,7,14,0,4,0,0,0,0,1,,,,,,,6,5,0,4,1,0,0,0,1,,,,,,,6,6,0
2014-05-20,Eden Gardens,1,,Chennai Super Kings,4,0,0,1,0,0,,,,,,,6,5,0,0,0,0,0,0,0,,,,,,,6,0,1,1,1,0,0,0,0,4,,,,,,7,6,0,6,0,6,0,4,0,,,,,,,6,16,0,6,0,0,0,0,0,,,,,,,6,6,0,0,1,0,0,1,0,,,,,,,6,2,0
2014-05-20,Eden Gardens,2,154,Kolkata Knight Riders,4,2,0,0,1,4,1,,,,,,7,12,0,4,4,1,0,0,0,,,,,,,6,9,0,4,4,1,0,4,0,,,,,,,6,13,0,0,0,0,1,0,1,,,,,,,6,2,0,2,0,1,2,0,4,,,,,,,6,9,0,1,4,1,0,0,1,,,,,,,6,7,0
2014-05-21,"Punjab Cricket Association Stadium, Mohali",1,,Kings XI Punjab,4,6,0,1,0,0,0,,,,,,7,11,0,4,1,0,6,0,1,,,,,,,6,12,0,0,0,0,1,0,0,,,,,,,6,1,1,0,4,0,0,4,1,,,,,,,6,9,0,0,0,0,0,0,1,,,,,,,6,1,0,6,1,0,1,0,0,6,,,,,,7,14,0
2014-05-21,"Punjab Cricket Association Stadium, Mohali",2,156,Mumbai Indians,0,4,1,0,0,4,4,,,,,,7,13,0,0,5,0,1,0,0,1,,,,,,7,7,0,4,1,0,1,2,1,,,,,,,6,9,0,0,4,1,4,4,0,1,,,,,,7,14,0,0,4,0,4,1,1,,,,,,,6,10,0,1,2,4,1,0,1,,,,,,,6,9,0
